customer_id,recency_days,frequency,monetary_value,avg_order_value,days_since_signup,total_orders,support_tickets,age,churned
1290,54,13,1535.38,194.99,637,6,0,25,0
1291,2,8,623.11,228.06,381,2,0,49,0
1292,29,14,2698.23,375.11,345,6,3,29,0
1293,9,15,3455.46,162.52,1205,21,0,53,0
1294,35,7,1410.18,170.31,660,9,1,60,0
1295,47,19,2094.59,177.19,569,10,3,51,0
1296,67,26,1650.15,162.43,288,9,0,36,0
1297,43,16,529.57,103.67,183,4,1,42,0
1298,206,7,1109.21,96.15,576,9,4,18,1
1299,7,9,3951.11,273.13,705,14,1,37,0
1300,60,6,2864.73,370.47,431,6,0,27,0
1301,124,20,608.6,34.4,661,14,2,50,1
1302,20,7,1834.13,124.01,672,8,0,75,0
1303,99,12,1104.41,92.4,734,11,1,47,0
1304,20,11,604.52,305.53,122,1,1,18,0
1305,206,19,1729.96,205.61,336,8,1,34,1
1306,106,8,734.79,84.34,598,9,8,41,1
1307,55,20,1201.92,108.33,448,10,3,41,0
1308,143,11,1652.78,164.5,673,9,1,29,1
1309,59,12,2342.47,240.72,569,7,1,43,0
1310,25,8,2378.04,1430.11,58,1,0,21,1
1311,24,14,579.11,21.1,843,18,4,25,1
1312,58,13,2613.61,511.46,307,4,2,49,0
1313,45,16,2909.28,420.58,225,7,1,24,0
1314,111,23,9833.12,422.65,826,21,1,48,1
1315,57,9,2075.45,223.27,641,7,0,19,1
1316,58,4,284.71,33.52,896,8,3,66,1
1317,47,5,1064.05,157.49,514,7,1,28,1
1318,7,18,1898.71,261.5,333,8,6,36,0
1319,9,10,2089.21,208.47,476,8,0,44,0
1320,72,13,1242.46,325.69,195,3,2,31,0
1321,41,12,696.32,260.34,144,2,0,42,0
1322,56,10,848.57,180.04,273,4,1,48,1
1323,181,11,5349.94,280.83,1059,19,0,54,0
1324,111,9,2853.95,538.92,293,4,1,51,1
1325,38,5,1210.3,583.51,99,1,1,37,0
1326,126,3,287.56,67.79,389,3,1,37,1
1327,238,13,1307.5,224.72,291,4,0,75,1
1328,12,11,766.01,49.08,852,13,0,54,0
1329,174,7,1165.42,117.7,1014,8,0,26,1
1330,31,10,758.31,276.05,322,2,1,41,1
1331,97,9,1414.52,249.63,514,5,1,34,1
1332,91,5,1946.53,270.88,542,6,1,37,0
1333,71,17,4688.25,550.68,419,7,2,21,0
1334,162,9,1814.21,278.5,368,4,3,33,0
1335,69,11,1121.18,269.89,214,3,1,67,1
1336,15,10,769.78,391.47,85,1,2,48,1
1337,66,16,2224.4,900.19,213,2,4,18,0
1338,25,15,1125.64,137.69,409,8,0,58,0
1339,208,12,508.94,170.45,131,2,1,56,1
1340,24,13,1087.02,98.35,497,10,0,34,0
1341,24,1,579.86,102.5,454,4,0,50,1
1342,1,12,1398.49,286.19,291,4,0,27,0
1343,174,1,244.06,83.22,358,2,1,32,1
1344,181,9,1953.28,1001.54,152,1,0,62,1
1345,4,12,2250.74,169.94,726,11,0,35,0
1346,38,10,1131.65,110.31,718,11,3,18,0
1347,33,15,727.43,288.44,175,2,0,39,1
1348,117,9,466.4,154.62,179,2,0,38,1
1349,20,22,3314.93,595.51,215,5,0,57,0
1350,30,9,2982.45,208.04,616,11,2,40,0
1351,28,10,5060.75,400.55,541,10,0,33,0
1352,47,3,714.04,150.92,820,4,1,55,1
1353,69,12,408.65,20.5,876,20,0,41,0
1354,272,6,1143.62,603.54,120,1,0,28,1
1355,53,10,1448.37,181.11,603,7,0,57,0
1356,35,10,1071.88,82.48,855,13,2,42,0
1357,0,21,4035.13,401.97,342,8,0,40,0
1358,11,12,610.22,73.93,426,7,0,42,0
1359,238,5,1754.66,701.84,384,2,3,23,1
1360,22,8,657.23,161.28,395,3,0,32,0
1361,17,6,621.71,76.52,724,8,1,40,1
1362,13,9,6086.39,311.57,1179,18,3,37,0
1363,69,6,1235.77,126.88,980,9,1,59,1
1364,30,16,2522.75,349.67,301,7,1,43,0
1365,62,10,2562.92,249.89,515,8,1,52,0
1366,307,3,1890.31,1071.04,241,1,2,40,1
1367,4,19,2613.6,316.62,260,7,1,55,0
1368,10,9,1801.4,315.41,413,5,0,45,1
1369,65,7,606.73,140.49,254,3,3,40,1
1370,12,10,328.83,34.26,284,8,0,39,0
1371,81,8,857.84,91.72,507,7,1,25,1
1372,129,7,1551.68,234.74,597,5,1,47,1
1373,97,8,959.45,106.76,587,8,0,39,1
1374,25,13,3614.76,363.61,591,9,1,32,0
1375,109,16,733.09,196.59,161,3,2,56,1
1376,40,18,4206.61,820.29,245,4,0,21,0
1377,114,8,678.13,93.52,444,7,0,33,1
1378,251,7,847.49,66.9,832,13,1,55,1
1379,42,12,2323.03,121.29,1500,17,0,44,0
1380,35,18,375.25,15.66,529,14,0,39,0
1381,17,16,1041.82,76.96,682,13,3,43,0
1382,9,9,399.51,132.58,146,2,0,42,1
1383,89,12,1275.82,112.29,671,9,0,18,1
1384,98,10,837.71,50.8,1324,18,2,34,1
1385,49,9,548.98,74.87,244,6,2,64,1
1386,100,10,4777.98,712.02,290,5,10,30,1
1387,23,4,1724.79,423.6,738,4,0,35,1
1388,0,23,1426.0,114.67,440,11,0,31,1
1389,2,6,1330.39,665.0,78,1,1,38,0
1390,44,19,2060.94,237.47,303,8,1,31,1
1391,4,5,1353.11,106.7,1012,10,1,47,1
1392,129,9,1394.27,258.37,356,4,0,42,1
1393,53,25,842.72,82.48,356,9,1,51,0
1394,152,9,2158.54,277.31,710,8,0,24,1
1395,85,9,843.15,127.16,541,5,1,34,1
1396,4,8,1179.23,185.13,342,6,0,36,0
1397,27,10,2201.0,459.95,276,4,3,46,0
1398,28,13,2532.37,92.6,1500,26,0,28,0
1399,61,10,387.13,23.89,912,14,4,53,1
1400,246,8,527.24,52.17,591,8,2,57,1
1401,85,17,984.15,108.49,615,11,0,25,0
1402,24,3,222.37,49.37,397,4,1,32,1
1403,8,6,3201.66,444.33,537,6,0,32,0
1404,200,1,729.71,180.13,369,3,1,75,1
1405,66,7,907.2,213.09,227,3,3,33,1
1406,10,12,2604.25,277.51,550,7,1,65,0
1407,122,12,396.7,53.39,347,6,0,21,1
1408,69,11,1266.65,151.21,569,7,1,25,1
1409,161,9,461.63,48.03,637,10,0,29,1
1410,85,16,3146.92,287.06,588,10,4,27,1
1411,56,7,1426.54,445.88,213,2,2,35,0
1412,54,13,1819.07,236.73,321,8,2,29,0
1413,52,10,2068.92,239.92,352,7,0,27,0
1414,2,23,1147.53,58.6,788,18,0,57,0
1415,214,6,363.52,58.47,763,6,1,58,1
1416,312,10,2026.18,362.9,256,4,0,54,1
1417,25,10,850.34,262.75,158,2,0,47,0
1418,128,8,1896.39,85.13,1500,20,2,41,0
1419,365,6,3637.25,538.53,573,6,0,32,1
1420,1,6,2104.73,584.8,141,2,0,25,1
1421,32,4,1784.81,581.7,287,2,0,45,1
1422,60,10,590.79,40.41,808,12,1,22,0
1423,35,10,1353.78,52.7,1384,24,2,25,1
1424,277,5,2210.65,154.85,1250,14,0,57,1
1425,10,22,3294.29,208.11,558,13,3,68,0
1426,30,15,395.57,38.38,434,8,1,45,0
1427,113,2,329.28,156.07,198,1,1,56,1
1428,107,12,2136.53,223.96,459,8,0,36,0
1429,7,10,1213.95,325.19,219,3,1,19,0
1430,20,5,1908.34,385.47,323,3,0,49,0
1431,10,8,133.22,14.52,738,8,4,48,1
1432,50,9,1130.12,170.05,367,5,2,41,1
1433,52,11,827.34,119.13,350,5,1,36,1
1434,110,4,1831.42,406.77,418,3,1,54,0
1435,143,11,2326.78,78.65,1500,26,2,25,1
1436,10,9,725.27,211.64,181,2,4,28,1
1437,52,11,3081.27,309.12,521,8,0,24,1
1438,46,10,2501.22,127.93,1184,18,0,41,0
1439,127,18,1133.33,100.64,417,9,2,23,1
1440,47,14,1746.31,102.05,902,16,0,29,0
1441,19,8,537.75,186.9,149,2,1,29,1
1442,195,8,386.36,98.32,376,3,1,36,1
1443,215,5,848.77,270.25,237,2,1,18,1
1444,11,4,1754.41,443.4,414,3,0,41,0
1445,122,14,1172.01,140.92,420,6,1,58,1
1446,85,23,3117.19,223.39,450,11,3,42,0
1447,70,6,541.68,61.74,734,8,0,63,1
1448,40,14,410.71,196.71,51,1,0,60,0
1449,11,17,710.21,98.22,278,6,1,51,0
1450,11,21,302.14,25.95,498,10,0,41,0
1451,22,9,1270.38,683.13,82,1,0,40,1
1452,6,9,548.76,57.13,642,10,3,51,1
1453,93,8,459.04,107.47,274,3,0,34,1
1454,3,11,1691.93,240.77,381,6,0,18,0
1455,6,14,1051.96,101.91,754,10,0,47,0
1456,10,16,5121.9,283.88,927,18,1,23,0
1457,91,6,1276.26,144.83,654,7,1,25,1
1458,7,16,132.13,21.51,177,4,0,40,0
1459,12,14,639.98,94.44,634,7,0,38,0
1460,217,6,243.38,21.51,661,9,0,18,1
1461,17,20,6789.53,494.23,582,15,0,42,0
1462,75,14,1041.97,54.28,1018,22,0,54,0
1463,197,9,584.95,102.98,458,5,1,23,1
1464,2,12,1492.14,67.27,995,23,0,59,0
1465,49,6,1514.12,92.15,991,15,0,18,0
1466,47,15,749.75,44.48,672,16,4,71,0
1467,104,9,1122.45,113.39,526,8,1,33,1
1468,180,19,1224.67,98.36,584,13,0,42,0
1469,2,13,1684.6,73.97,1151,27,3,18,0
1470,30,14,1207.14,96.99,831,13,0,39,0
1471,39,11,1870.15,361.34,194,4,0,43,0
1472,267,6,2628.78,333.01,561,6,0,38,1
1473,117,4,102.53,61.11,228,1,2,31,1
1474,225,4,2722.09,596.89,268,3,2,25,1
1475,9,15,2207.93,377.49,333,5,1,56,0
1476,2,5,563.92,306.59,137,1,0,40,0
1477,265,8,995.48,276.79,217,3,0,63,1
1478,28,10,695.45,46.03,1052,16,0,32,1
1479,54,21,3721.16,518.49,267,6,5,33,0
1480,13,6,1028.48,121.98,736,7,2,52,1
1481,60,8,2064.8,259.53,485,6,1,18,0
1482,212,8,1744.7,114.52,617,11,2,21,1
1483,100,4,184.97,23.33,634,7,3,56,1
1484,46,7,3011.82,1126.89,209,2,0,22,1
1485,177,11,1946.86,226.96,734,7,1,18,1
1486,11,4,838.61,433.62,162,1,1,68,0
1487,48,7,766.92,161.2,258,4,0,19,0
1488,51,16,1738.49,97.51,628,16,0,42,0
1489,1,6,1004.78,358.0,199,2,0,41,0
1490,1,7,330.29,210.79,74,1,0,18,0
1491,66,11,368.22,36.5,544,9,1,35,0
1492,75,10,422.24,145.13,116,2,0,46,1
1493,330,4,1344.62,169.85,665,7,3,45,1
1494,29,6,825.41,134.85,350,4,0,53,0
1495,29,11,1235.57,107.95,539,8,2,34,0
1496,49,19,736.54,93.54,533,7,0,50,1
1497,71,20,989.65,51.79,696,18,4,29,0
1498,46,14,333.59,28.12,639,10,1,18,1
1499,82,2,1054.6,532.36,197,1,1,20,1
1500,12,19,1716.89,184.42,365,9,1,18,0
1501,75,16,1840.41,178.87,539,8,2,55,0
1502,30,16,6016.78,294.62,1006,18,0,18,1
1503,58,12,2580.45,205.75,643,8,1,44,0
1504,68,14,712.87,54.48,954,13,4,36,1
1505,0,5,340.08,62.67,557,5,1,38,1
1506,72,3,2741.16,469.67,840,5,0,60,1
1507,187,13,1572.34,146.74,510,8,0,33,1
1508,5,20,1207.86,88.6,819,14,0,49,0
1509,9,3,2521.01,439.92,337,5,0,40,0
1510,17,7,3944.71,153.15,1075,23,0,37,0
1511,4,25,359.65,25.92,597,14,0,74,0
1512,144,8,824.07,431.47,138,1,0,18,1
1513,147,11,1598.31,183.1,550,7,0,59,0
1514,45,10,1675.38,122.04,644,11,0,49,0
1515,96,15,3631.86,226.19,749,14,0,32,0
1516,23,14,2249.46,107.71,1300,20,1,64,0
1517,51,9,1322.04,239.58,300,5,0,18,1
1518,59,7,1645.61,73.15,1305,20,0,32,0
1519,24,12,366.84,69.15,434,4,1,21,1
1520,64,9,596.68,108.23,249,4,0,46,1
1521,111,16,4028.12,551.24,305,7,2,23,0
1522,130,24,1384.85,82.95,621,17,0,46,0
1523,25,11,3635.56,869.05,222,3,1,37,0
1524,208,5,330.92,95.53,341,2,1,32,1
1525,51,20,2617.97,239.99,542,10,0,45,0
1526,72,6,906.87,84.41,1070,8,0,35,1
1527,8,15,3371.56,209.86,736,13,0,23,0
1528,99,5,1198.7,325.21,446,3,0,75,1
1529,20,18,757.73,76.19,619,11,0,32,0
1530,47,2,845.67,165.22,508,3,0,18,1
1531,11,9,1040.82,272.04,175,3,1,27,1
1532,19,8,751.69,32.51,1182,16,2,20,0
1533,80,4,1983.44,216.35,1080,8,1,52,1
1534,66,11,1333.49,177.46,411,6,0,44,1
1535,49,5,367.89,96.26,313,3,0,45,1
1536,85,2,591.32,307.13,178,1,1,34,1
1537,132,13,764.26,103.28,643,7,1,35,0
1538,2,7,1038.56,128.47,646,6,3,34,1
1539,17,8,544.6,141.87,237,3,0,38,1
1540,19,19,203.4,17.33,512,11,1,52,0
1541,54,14,760.41,57.56,722,12,1,45,1
1542,86,6,635.72,232.26,298,2,1,47,1
1543,55,11,1333.05,217.07,378,6,2,47,0
1544,91,7,3300.63,480.58,375,6,1,53,1
1545,44,8,613.78,101.99,248,4,2,44,1
1546,122,7,1817.18,289.72,383,6,0,45,1
1547,6,4,760.42,248.54,118,2,0,57,0
1548,61,14,533.8,93.83,362,5,2,30,1
1549,2,17,1642.76,181.74,366,8,1,27,1
1550,12,23,5021.49,420.43,415,9,1,22,1
1551,5,6,1053.15,108.81,590,8,1,42,1
1552,57,14,1615.16,438.89,166,3,0,18,1
1553,16,10,348.93,103.48,193,2,3,46,1
1554,8,3,894.2,289.26,243,2,0,38,0
1555,128,2,382.45,211.28,152,1,0,57,1
1556,0,8,1694.93,205.1,633,8,1,29,0
1557,50,14,215.54,42.12,289,5,6,36,0
1558,179,10,557.89,61.79,424,8,0,56,1
1559,122,6,1250.8,441.75,228,2,2,60,1
1560,69,8,1543.74,393.66,335,3,0,29,0
1561,7,11,831.45,85.32,528,7,2,42,1
1562,93,16,3103.26,229.29,544,14,2,44,1
1563,29,10,542.51,179.55,199,2,1,45,1
1564,10,15,2058.44,206.6,410,9,1,36,0
1565,259,17,1582.44,333.12,231,4,0,59,1
1566,3,29,476.48,39.6,399,11,0,18,0
1567,80,14,4498.71,760.74,271,4,1,33,0
1568,32,8,2897.82,188.45,1227,12,0,46,0
1569,124,12,1856.9,202.82,719,8,0,46,0
1570,65,4,3499.39,551.94,559,5,0,60,0
1571,174,6,1725.95,557.96,356,2,2,57,1
1572,45,18,988.92,59.1,732,14,0,35,0
1573,27,10,2171.14,332.72,418,5,2,59,0
1574,242,8,2121.75,68.91,1153,27,0,29,1
1575,49,5,1882.06,253.02,778,6,2,53,1
1576,138,9,2674.13,520.06,334,4,1,67,1
1577,120,13,2556.94,154.57,1075,17,0,58,0
1578,54,13,2182.7,268.69,357,8,1,41,1
1579,45,13,2962.82,146.03,1270,22,3,35,0
1580,30,2,1509.35,123.92,1109,11,1,18,1
1581,64,6,547.48,73.61,526,6,1,44,1
1582,68,5,631.22,272.09,122,1,0,23,1
1583,22,5,166.68,24.59,500,6,0,28,0
1584,134,4,2005.16,990.0,183,1,0,22,1
1585,28,11,1743.19,351.74,277,4,2,33,0
1586,92,13,1612.68,329.52,293,4,0,39,1
1587,265,16,1318.13,366.18,182,3,0,44,1
1588,365,7,2906.89,434.93,501,6,0,30,1
1589,123,15,1554.57,229.01,254,6,3,56,1
1590,142,9,1063.25,161.71,368,5,0,36,1
1591,98,16,808.98,186.37,295,4,1,28,0
1592,94,6,163.1,27.05,591,5,0,43,1
1593,14,10,2200.75,167.1,565,12,1,69,1
1594,7,12,475.92,82.77,348,5,5,45,1
1595,68,5,1855.8,342.66,610,4,1,34,1
1596,80,10,937.4,77.01,905,12,1,18,0
1597,41,5,233.02,135.53,63,1,2,36,1
1598,250,3,618.3,194.26,283,2,0,43,1
1599,20,10,718.33,241.04,211,2,0,34,1
1600,21,9,1868.88,355.61,264,4,0,18,1
1601,102,21,1412.51,730.88,51,1,0,27,0
1602,51,9,315.19,166.68,60,1,1,61,1
1603,2,13,500.01,261.15,30,1,0,61,0
1604,14,12,242.15,43.57,302,5,1,26,1
1605,64,7,810.81,232.81,296,2,4,50,1
1606,28,9,2511.49,148.54,984,17,3,22,0
1607,35,20,2857.27,193.55,476,14,0,61,0
1608,121,7,1352.4,203.08,600,7,0,43,1
1609,39,17,273.53,12.73,1500,20,0,54,0
1610,43,11,647.99,382.4,63,1,0,18,0
1611,10,20,9032.61,387.44,1165,25,2,50,0
1612,11,8,1943.72,355.87,420,5,0,39,0
1613,41,9,2132.26,357.96,320,5,0,52,0
1614,14,14,841.7,243.64,286,3,0,53,0
1615,28,18,4705.27,328.48,537,12,2,40,0
1616,48,17,1323.66,157.16,321,8,0,30,0
1617,7,14,409.32,121.98,178,3,0,51,1
1618,16,7,314.03,76.05,294,3,3,39,1
1619,145,8,1443.71,190.09,547,7,1,26,1
1620,79,6,3917.22,393.43,668,8,1,26,0
1621,87,14,942.42,62.57,1237,17,3,18,1
1622,45,12,3267.13,352.06,462,8,0,32,0
1623,87,8,1167.9,96.44,937,11,3,56,1
1624,39,11,4373.92,823.25,378,4,0,42,0
1625,10,9,1452.02,279.03,414,4,1,32,0
1626,46,5,2539.85,618.57,400,3,0,52,0
1627,73,8,1548.67,269.64,499,5,1,27,0
1628,20,11,1920.24,104.51,742,17,1,41,0
1629,102,3,554.88,143.68,312,2,0,37,1
1630,10,8,436.73,114.89,220,3,1,51,0
1631,19,8,1064.45,125.55,779,9,0,18,0
1632,104,5,600.26,64.01,745,7,0,27,1
1633,18,12,2932.96,132.73,1027,22,0,18,0
1634,74,8,807.03,260.26,278,3,0,36,0
1635,105,2,262.09,126.63,369,1,0,58,1
1636,16,11,1942.53,129.43,797,14,1,32,0
1637,54,7,120.61,22.66,309,4,1,32,1
1638,192,12,1362.11,126.92,650,11,0,53,1
1639,53,16,3735.33,582.43,379,6,0,56,0
1640,2,10,768.55,64.04,535,10,1,38,0
1641,16,7,596.15,204.18,175,2,0,50,0
1642,128,8,903.75,119.99,458,6,0,23,1
1643,36,18,4427.03,242.68,894,16,3,60,0
1644,5,11,2096.5,194.08,704,9,2,72,0
1645,30,11,358.82,68.52,209,4,0,47,1
1646,68,19,3058.58,109.98,1178,25,2,18,1
1647,109,5,3314.75,238.79,860,13,0,31,1
1648,64,9,2482.4,720.75,182,3,1,49,0
1649,91,13,869.59,134.84,295,5,0,33,0
1650,30,19,746.19,229.25,190,2,1,59,0
1651,46,10,3319.91,347.41,545,9,3,48,1
1652,45,5,1100.79,174.29,286,5,1,29,1
1653,24,10,321.23,147.06,78,1,1,40,1
1654,76,9,1779.07,181.84,413,9,0,26,0
1655,52,22,7281.5,315.08,760,22,0,37,0
1656,134,12,2579.6,225.16,465,10,0,31,0
1657,29,7,1463.14,159.67,613,9,0,57,1
1658,82,5,1262.68,243.03,494,4,0,71,1
1659,24,17,4374.64,486.4,686,9,0,18,0
1660,150,14,2555.67,376.64,524,6,1,18,1
1661,29,8,325.9,39.73,398,6,1,36,1
1662,107,11,421.89,54.74,461,7,3,18,1
1663,110,15,4343.68,218.5,1050,18,1,40,0
1664,35,5,1448.19,114.94,635,10,4,51,1
1665,16,12,4984.81,1245.85,209,3,0,62,1
1666,6,2,432.29,82.21,456,4,0,43,1
1667,194,5,1551.06,236.55,539,7,1,37,1
1668,79,8,1496.81,205.35,389,6,1,18,0
1669,118,11,1887.12,965.1,79,1,2,40,0
1670,63,13,4427.19,811.09,226,4,3,41,0
1671,15,2,458.48,225.68,322,1,0,49,1
1672,25,11,2795.63,163.97,1260,17,0,29,0
1673,25,15,808.55,53.26,592,18,1,33,0
1674,43,7,1134.61,581.5,118,1,0,18,1
1675,3,15,4800.21,580.74,406,6,0,18,0
1676,45,26,1803.99,67.13,952,30,2,23,0
1677,21,11,3587.76,784.29,283,4,0,18,0
1678,42,13,1093.34,52.68,816,14,1,45,0
1679,4,9,1879.76,795.78,122,1,0,32,0
1680,49,26,50.0,23.86,30,1,2,31,0
1681,56,10,1869.96,99.67,891,16,3,25,1
1682,92,27,175.48,21.74,310,7,0,18,0
1683,15,10,690.76,130.61,328,4,0,62,0
1684,189,16,3035.21,332.25,491,9,0,24,1
1685,168,10,1062.83,106.94,579,10,2,33,1
1686,23,12,688.93,302.95,36,1,0,18,1
1687,179,6,983.43,295.77,267,3,1,54,0
1688,27,5,621.81,89.0,450,7,0,42,1
1689,34,3,931.09,221.16,578,2,1,27,1
1690,130,19,2945.93,670.01,207,3,1,34,0
1691,110,10,1093.24,193.64,375,4,0,65,1
1692,43,8,1076.4,242.98,282,3,0,38,0
1693,7,17,2632.8,164.39,502,11,0,37,0
1694,47,7,3611.47,408.09,871,8,1,25,0
1695,118,14,2152.92,330.5,341,5,1,18,1
1696,77,2,947.31,499.59,141,1,1,37,1
1697,2,23,2275.4,401.91,256,6,0,44,0
1698,31,16,149.67,10.27,1171,16,1,56,0
1699,97,5,902.35,281.58,226,2,3,18,0
1700,151,10,355.17,117.83,167,2,1,23,1
1701,282,8,4239.44,755.32,326,5,0,31,1
1702,135,8,441.1,104.55,406,4,0,39,1
1703,130,14,531.99,67.0,295,7,0,37,1
1704,19,5,1148.32,507.98,122,1,0,38,1
1705,114,17,703.33,83.33,535,8,0,46,0
1706,141,19,1206.31,105.42,503,9,0,26,1
1707,65,13,1972.85,172.95,670,9,0,54,0
1708,40,16,1497.88,165.04,495,9,0,46,0
1709,115,11,1482.11,104.26,1113,15,0,35,1
1710,46,22,780.41,53.45,703,16,1,64,0
1711,125,10,402.29,66.46,617,6,0,63,1
1712,38,14,1127.7,67.03,891,17,1,53,0
1713,15,7,1291.48,307.25,475,3,1,18,1
1714,154,15,1173.67,126.04,380,7,2,63,1
1715,239,11,1060.96,149.81,531,6,0,51,1
1716,270,8,494.51,239.95,75,1,0,70,1
1717,233,8,1123.64,183.67,476,5,2,58,1
1718,40,16,668.95,110.65,406,5,1,63,0
1719,78,6,697.7,83.46,568,7,0,53,1
1720,159,8,2293.14,168.71,818,13,1,60,1
1721,1,12,2652.5,215.9,628,10,1,69,0
1722,13,8,218.35,57.08,256,3,0,43,1
1723,11,14,1498.33,76.32,737,16,4,18,0
1724,18,9,1908.75,123.49,1122,15,1,35,1
1725,36,11,3127.69,176.7,831,16,0,45,0
1726,49,6,3041.36,1056.91,153,2,2,41,1
1727,24,22,1286.97,78.43,624,18,1,21,0
1728,126,16,2791.88,440.28,173,4,0,18,1
1729,22,7,859.2,208.98,355,3,0,28,0
1730,98,9,411.42,53.29,558,7,0,52,1
1731,269,9,494.88,59.7,511,7,1,63,1
1732,78,9,1659.17,139.5,821,11,1,53,1
1733,3,12,463.55,29.41,1126,15,0,55,0
1734,9,7,424.21,61.15,594,7,1,38,0
1735,126,11,3301.68,467.64,336,5,6,18,1
1736,30,12,765.18,314.91,79,1,0,33,0
1737,27,20,4116.63,223.16,948,18,0,36,0
1738,141,13,1038.68,130.82,407,8,0,32,1
1739,103,3,380.11,70.93,422,5,1,40,1
1740,76,15,1232.25,167.43,445,6,1,46,1
1741,67,16,808.55,50.72,577,13,0,52,0
1742,77,7,3137.42,409.16,588,7,0,35,0
1743,108,7,2780.26,490.27,359,5,1,18,0
1744,74,15,4347.33,533.14,404,6,2,32,0
1745,8,5,1495.34,462.14,278,2,1,40,0
1746,14,18,740.91,127.63,256,5,0,58,0
1747,6,18,1763.28,294.25,255,5,3,31,1
1748,139,3,2125.71,597.5,401,3,0,47,1
1749,62,11,1287.45,441.91,219,2,1,44,1
1750,213,14,1168.59,504.61,30,1,0,40,1
1751,94,8,224.29,38.62,332,5,0,53,1
1752,46,12,673.94,143.93,161,3,0,30,1
1753,156,17,523.37,42.03,466,12,2,31,1
1754,215,14,2392.21,464.01,278,4,1,39,1
1755,74,8,2111.7,369.7,581,6,1,30,0
1756,66,12,2353.8,612.75,174,3,1,47,0
1757,63,9,1807.49,1013.39,95,1,0,29,0
1758,5,14,177.26,19.32,405,8,0,43,0
1759,103,10,531.66,101.03,322,4,2,38,1
1760,176,3,1641.75,867.06,149,1,0,43,0
1761,67,4,1264.97,198.54,704,5,2,33,1
1762,16,8,301.89,103.37,200,2,0,34,0
1763,106,14,3078.14,566.24,247,4,2,41,0
1764,131,17,3375.91,265.65,788,14,0,43,0
1765,113,11,1794.76,225.65,603,7,0,39,1
1766,18,7,1132.94,349.35,182,2,1,65,1
1767,17,10,674.9,128.61,343,4,0,25,1
1768,48,6,1381.32,505.72,167,2,1,39,0
1769,14,4,1771.15,257.92,753,6,0,18,0
1770,67,17,1905.66,158.27,752,10,0,45,0
1771,71,17,3247.88,121.73,1225,29,2,23,0
1772,306,10,1207.3,45.08,1500,26,2,35,1
1773,34,9,442.63,113.77,275,3,0,34,1
1774,111,2,1411.66,434.36,678,2,1,44,0
1775,50,9,1121.54,543.6,81,1,0,31,0
1776,12,10,2001.21,219.79,490,8,1,31,0
1777,154,14,2505.24,188.8,571,11,0,61,1
1778,4,8,1374.26,261.53,209,3,1,44,1
1779,3,4,399.44,151.88,263,2,0,31,1
1780,23,7,809.88,86.92,756,7,6,36,1
1781,365,12,4622.03,327.63,580,12,0,64,1
1782,1,13,3180.42,107.0,1132,27,3,36,0
1783,38,11,1519.27,93.69,1054,18,2,29,1
1784,43,16,2109.0,677.89,105,2,2,29,0
1785,22,16,1690.07,248.99,296,6,1,31,0
1786,96,6,293.08,78.75,191,3,0,31,1
1787,31,12,2134.19,186.87,696,12,7,20,1
1788,87,5,1947.75,302.3,522,5,0,23,1
1789,33,5,1557.57,549.99,202,2,0,27,0
1790,10,15,1458.95,270.41,228,4,0,48,0
1791,44,19,4228.37,124.49,915,27,0,34,0
1792,54,12,1086.0,214.02,321,4,0,36,0
1793,25,4,511.69,236.82,68,1,0,59,0
1794,32,9,1995.63,778.96,188,2,2,59,0
1795,50,1,2342.03,207.74,1274,12,0,35,0
1796,54,13,387.29,33.14,802,12,0,30,1
1797,50,22,2308.58,468.01,158,4,0,27,0
1798,6,20,5968.06,540.93,490,10,5,50,0
1799,8,19,2393.22,145.5,772,16,0,36,0
1800,32,10,1389.54,461.8,104,2,0,34,0
1801,33,15,516.43,22.0,825,21,4,27,1
1802,28,10,1700.57,146.87,576,10,0,28,0
1803,58,18,118.86,25.59,251,4,0,44,1
1804,236,10,358.77,54.39,636,7,2,20,1
1805,71,7,858.23,145.37,527,5,0,54,1
1806,12,14,927.79,71.46,550,12,0,31,0
1807,30,7,1417.29,189.14,478,6,3,37,1
1808,62,6,666.24,137.18,222,3,1,19,0
1809,31,4,941.67,250.56,255,3,0,39,1
1810,37,16,2936.38,295.61,366,8,0,35,0
1811,64,8,396.26,46.43,447,6,1,39,1
1812,68,18,6451.54,677.84,660,10,0,62,0
1813,16,16,700.13,40.72,1292,18,0,42,0
1814,36,17,1585.03,109.8,505,11,2,28,0
1815,35,12,1511.77,157.3,652,11,0,29,0
1816,7,6,1963.55,150.88,748,10,6,48,1
1817,58,14,2032.15,132.25,682,12,1,59,0
1818,107,10,371.43,100.68,215,2,0,44,1
1819,145,7,1203.94,114.92,967,9,0,50,1
1820,6,3,2421.56,302.88,877,8,1,49,0
1821,57,11,2574.14,306.3,474,6,1,61,0
1822,245,18,1197.34,222.78,225,4,0,18,1
1823,89,14,976.2,112.3,442,8,0,50,0
1824,71,5,1203.83,569.16,117,1,0,54,1
1825,2,3,1784.69,162.33,1043,10,1,19,1
1826,5,1,328.72,179.99,273,1,0,26,1
1827,3,14,2114.36,248.54,353,7,0,27,0
1828,115,9,3176.05,239.06,999,11,0,29,0
1829,55,10,2434.34,149.1,928,16,0,32,0
1830,28,7,1101.08,220.61,540,4,1,43,1
1831,144,11,2680.97,205.87,1137,13,1,52,1
